column9	column10	column11	column12	column13	column14
1910	3746	0	36	33	87
1910	3776	26	54	1	24
1912	3806	0	38	63	99
1912	3807	38	79	0	36
1914	3809	36	79	2	49
1915	3812	0	99	1	99
1916	3813	1	100	0	98
1917	3814	3	99	0	92
1918	3815	3	96	0	92
1919	3816	6	100	0	78
1920	3816	0	22	78	100
1920	3817	22	99	0	79
1921	3818	22	100	0	84
1922	3819	15	97	0	79
1923	3819	0	18	78	94
1923	3820	3	100	0	85
1924	3820	0	14	85	99
1926	3825	1	52	39	86
1926	3826	51	100	1	42
1927	3833	9	44	0	32
1927	3834	47	99	17	69
1928	3834	0	32	69	99
1928	3835	26	67	27	74
1929	3842	10	69	44	100
1929	3843	69	99	0	30
1931	3844	0	60	7	88
1932	3847	21	96	2	100
1933	3846	40	65	48	69
1933	3848	0	40	14	54
2006	5259	35	93	10	70
2256	4545	0	46	4	62
2258	4876	60	99	32	67
2339	4021	42	99	14	85
2340	4022	14	53	0	41
2356	1684	0	57	18	98
2410	3458	4	56	23	100
2410	3459	54	100	13	58
2419	4571	18	53	39	67
2630	4532	73	99	0	29
2638	5237	24	78	2	69
2649	4605	26	60	56	86
2649	4605	6	23	16	32
2697	4058	3	31	70	99
2697	4059	31	100	0	77
2698	4060	21	35	0	15
2709	800	58	74	0	17
2712	2739	0	83	2	78
2748	4635	34	73	0	44
2772	4570	0	29	50	73
3000	4703	0	16	80	96
3030	4667	18	58	57	95
3031	4668	0	42	58	99
3031	4669	42	100	0	84
3032	4671	75	100	14	39
3033	4671	0	43	39	82
3075	3611	1	14	78	91
3163	3690	45	82	21	52
3200	4695	42	80	13	65
3201	4694	21	57	23	63
3355	4057	22	32	0	10
3451	3662	6	90	24	99
3452	3663	1	66	36	100
3600	3100	68	99	57	83
3712	4710	34	99	13	88
3713	4718	60	90	0	37
3737	2566	1	44	56	99
4050	97	20	48	77	100
4075	4749	45	89	57	96
4229	4132	0	81	15	100
4302	4243	81	100	31	51
4303	4243	0	32	51	86
4303	4244	33	78	8	50
4305	4173	34	52	0	17
4328	4709	53	84	38	68
4337	4720	37	100	29	96
4337	4722	30	100	0	82
4338	4725	44	68	0	23
4392	4261	62	97	0	41
4779	4713	87	99	76	88
4780	4714	10	36	0	28
4873	4732	49	92	40	90
5321	4741	0	17	23	40
6600	1712	2	20	44	62
7799	4361	1	45	34	98
11444	1243	70	99	17	43
19933	1505	12	41	0	28
22849	1505	53	99	0	48
27405	4906	0	45	57	98
